iter	Logloss
0	0.3021687117
1	0.216128565922	0.186355819433	0.176264735544	0.171048725655	0.168403043566	0.16685965177	0.164670074388	0.1619639539	9	0.1603601401010	0.1579974991111	0.1573190831112	0.1561646611113	0.1555515151114	0.1548999171115	0.1542371001116	0.1539496617117	0.152911611818	0.152409321119	0.1520325372220	0.1517636052221	0.1517057672222	0.1510339082223	0.1508010882424	0.1501855632525	0.1498802772626	0.1494966382727	0.1488898672828	0.1488207082929	0.1480120083030	0.1474726013131	0.1468932023232	0.1468340133333	0.1462755333434	0.1458400943535	0.1455580063636	0.1453307737	37	0.1451824238338	0.144776739	339	0.143680340	40	0.1434730741	41	0.1433537442	42	0.1431898143	43	0.1425552844444	0.1422497444545	0.1421683744646	0.1418951944747	0.1413890644848	0.1409173844949	0.1407226450	50	0.1402483251	51	0.140038452	052	0.139581153	053	0.139380954	054	0.13884655	0.55	0.13863356	0.56	0.13833657	0.57	0.13797158	0.58	0.13778559	0.59	0.13742660	0.60	0.13723261	0.61	0.13692362	0.62	0.13651763	0.63	0.13629664	064	0.135895965	065	0.13562236666	0.1349096616767	0.1347552196868	0.1345318969	69	0.1344726870	70	0.134381997171	0.1339543147272	0.1337265087373	0.133402686774	0.1332499453775	0.1329432827776	0.132660535777	0.1324801814778	0.1320891876779	0.1315216546880	0.1312736248881	0.1311241468882	0.1305284783883	0.1302356884	84	0.1299667885	85	0.1295858886	86	0.1293172887	87	0.1290181888	88	0.1284536889	89	0.1282637990	90	0.1280626991	91	0.1278411992	92	0.127637493	093	0.127300594	094	0.127022995	095	0.126654596	096	0.126518597	097	0.126049798	098	0.125829899	099	0.1255403100	100	0.1251606101101	0.12501030102102	0.1247240110103	0.12462109310104	0.12425035105105	0.12373376106106	0.12329853107107	0.12306878108108	0.12258957109109	0.12218912110110	0.12204808111111	0.1216460511112	0.12131722711113	0.12105677711114	0.12085433311115	0.12074614111116	0.12027143111117	0.12019455111118	0.12015499119119	0.11953275120120	0.11925413121121	0.11899060122122	0.11863137123123	0.1185141512124	0.11812426412125	0.11796874126126	0.11757856127127	0.11690321128128	0.11672931129129	0.11661060130130	0.11649633131131	0.11628573132132	0.11600432133133	0.11578203134134	0.11559370135135	0.11551120136136	0.11546170137137	0.11514379138138	0.11489795139139	0.114643261140	0.11437102241141	0.11420095421142	0.11376763021143	0.11328756214144	0.11304734914145	0.11284350014146	0.11273902114147	0.11245671014148	0.11213070714149	0.11199890915150	0.1117839991151	0.11139974011152	0.11124823151153	0.1110024815154	0.11074799815155	0.11065513315156	0.11057501815157	0.11017314715158	0.10973897715159	0.10961020916160	0.10939928816161	0.10922104016162	0.10860699163163	0.1084308416164	0.10838496416165	0.10831543416166	0.10789894216167	0.10759751716168	0.10747337416169	0.10726680017170	0.10716407017171	0.10706388217172	0.1067370041173	0.10642583151174	0.10633281971175	0.10616032841176	0.10605009221177	0.10580559711178	0.105470158
179	0.105313597
180	0.1048736632
181	0.1044784832
182	0.1043477272
183	0.1037715011
184	0.1034391123
185	0.1030731213
186	0.1030277355
187	0.1025950464
188	0.102257884
189	0.1021648622
190	0.1018924039
191	0.1017143579
192	0.1014797718
193	0.1014674669
194	0.1014161819
195	0.1012233865
196	0.1009799887
197	0.1007170127
198	0.1005500936
199	0.1004856633
200	0.1004125433
201	0.1003633067
202	0.1002030898
203	0.09986401909
204	0.09956332395
205	0.09925828198
206	0.09902601994
207	0.09875162763
208	0.09839084993
209	0.09806360942
210	0.09792918982
211	0.09771199744
212	0.09761692942
213	0.09727524352
214	0.09720097214
215	0.0971513351
216	0.09694502384
217	0.09679710322
218	0.09611768804
219	0.09597642846
220	0.0956791811
221	0.09537113566
222	0.09512882366
223	0.09478313889
224	0.09470491705
225	0.09438783744
226	0.09400374669
227	0.09358581494
228	0.09353470379
229	0.09341698095
230	0.09322182479
231	0.09306717909
232	0.09291347475
233	0.09258949629
234	0.09258472758
235	0.09214179629
236	0.09195083669
237	0.09164181454
238	0.09151888682
239	0.09128497698
240	0.09109952984
241	0.09094298479
242	0.09075819882
243	0.09065774055
244	0.09057817447
245	0.0902821885
246	0.09000703509
247	0.08978719035
248	0.08953444487
249	0.0894051521
250	0.08924920886
251	0.08919486746
252	0.08893459263
253	0.08869147396
254	0.08867806654
255	0.08859076893
256	0.08855617078
257	0.08844259011
258	0.08821777197
259	0.08800600238
260	0.08776184893
261	0.08750678228
262	0.08739222389
263	0.08721312949
264	0.08714275323
265	0.08671317745
266	0.08661757646
267	0.0864431813
268	0.0863059251
269	0.08603851477
270	0.08603102733
271	0.08583237361
272	0.08555768236
273	0.08540936246
274	0.08521264089
275	0.08519553711
276	0.08519147898
277	0.08519106015
278	0.08477727237
279	0.08451596498
280	0.08446450258
281	0.08421435181
282	0.08404679716
283	0.08375427852
284	0.08347291331
285	0.08312434413
286	0.08309862481
287	0.08280827283
288	0.08276790772
289	0.08270770932
290	0.08258988959
291	0.0823813878
292	0.08237945296
293	0.08218524816
294	0.08188638443
295	0.0814864762
296	0.08129447666
297	0.08093818002
298	0.08062803666
299	0.08039720137
300	0.08017317582
301	0.0797584447
302	0.07949037275
303	0.07936219354
304	0.07899439744
305	0.07869083531
306	0.07845075522
307	0.07791404923
308	0.07785078254
309	0.0776407519
310	0.07753494976
311	0.07744812065
312	0.07740846991
313	0.07730616498
314	0.0770096012
315	0.07681331912
316	0.07663456986
317	0.07651750737
318	0.07650170591
319	0.07641743693
320	0.07612373163
321	0.07611839691
322	0.07600128777
323	0.07586842832
324	0.07566677106
325	0.07561757195
326	0.07554193494
327	0.07534381263
328	0.07524203311
329	0.07515919476
330	0.07513770968
331	0.07488284993
332	0.0748305922
333	0.07475804576
334	0.07466327561
335	0.07462392018
336	0.07441894713
337	0.07430273851
338	0.07415073096
339	0.07404769366
340	0.07377768856
341	0.07366228755
342	0.07347807246
343	0.07329353897
344	0.07325786681
345	0.07312277774
346	0.07287752666
347	0.07277431525
348	0.07255074988
349	0.07233785212
350	0.0722624961
351	0.07202019826
352	0.07182009554
353	0.07159070795
354	0.07140175641
355	0.07126721106
356	0.07089842392
357	0.07081971732
358	0.07072297762
359	0.07057632332
360	0.0704152047
361	0.07023969598
362	0.07014361273
363	0.07003465093
364	0.07000577749
365	0.06981026836
366	0.0696869108
367	0.06952459081
368	0.06925762582
369	0.06914380416
370	0.06881678016
371	0.06853864489
372	0.06833256701
373	0.06826829946
374	0.06815643083
375	0.06803674033
376	0.06784191015
377	0.06762272434
378	0.06740032219
379	0.06725008235
380	0.06719934106
381	0.06708590493
382	0.06695432781
383	0.06686849798
384	0.06680575496
385	0.06676041081
386	0.06641943846
387	0.06636406804
388	0.06632660931
389	0.06605721608
390	0.06601114109
391	0.06572874058
392	0.06555475166
393	0.06546343574
394	0.06532450271
395	0.06512455674
396	0.06507777103
397	0.06499232797
398	0.06495342202
399	0.0648740185
400	0.06472254126
401	0.06469337115
402	0.06447857803
403	0.0644199433
404	0.06422740192
405	0.06406170347
406	0.06385344769
407	0.06378663396
408	0.06367195385
409	0.06342365346
410	0.06338857957
411	0.06327384692
412	0.06292595436
413	0.06288135797
414	0.06269163198
415	0.06263027439
416	0.06257876893
417	0.06251841726
418	0.0623264289
419	0.06223856761
420	0.06208968712
421	0.06197600919
422	0.06189544928
423	0.0616998886
424	0.0616525486
425	0.06158778091
426	0.06142188754
427	0.06127594182
428	0.06108310237
429	0.06092040998
430	0.06079522774
431	0.06060721568
432	0.06037743951
433	0.06005780506
434	0.05997079695
435	0.0599088739
436	0.05966074525
437	0.05963384151
438	0.05952863197
439	0.05945964994
440	0.05937685123
441	0.05928372185
442	0.05921191454
443	0.05914520812
444	0.0590945917
445	0.05898015612
446	0.05893381769
447	0.05871510093
448	0.05863098187
449	0.05848367711
450	0.05843356812
451	0.05838252431
452	0.05820446136
453	0.05817304686
454	0.05795294696
455	0.05786493418
456	0.05785546432
457	0.05781812075
458	0.05777039902
459	0.0577182189
460	0.05768233411
461	0.05762699886
462	0.05757457924
463	0.05752466641
464	0.05748567768
465	0.05744077112
466	0.05721712249
467	0.05694163498
468	0.05693302114
469	0.05681784827
470	0.05662844969
471	0.05649567721
472	0.05642913639
473	0.05631166542
474	0.05617067443
475	0.05601122827
476	0.05598582695
477	0.05590183943
478	0.05567345601
